"","Wavelength","Class","Wavenumbers","Intensitive","Sample"
"3391",1752,"Arabica",1752.384,10.37767553,"12"
"3392",1756,"Arabica",1756.244,9.688176737,"12"
"3393",1760,"Arabica",1760.104,9.257781477,"12"
"3394",1763,"Arabica",1763.964,9.146864092,"12"
"3395",1767,"Arabica",1767.824,9.005736063,"12"
"3396",1771,"Arabica",1771.684,8.89958252,"12"
"3397",1775,"Arabica",1775.544,8.99078098,"12"
"3398",1779,"Arabica",1779.404,8.850595078,"12"
"3399",1783,"Arabica",1783.264,8.431830853,"12"
"3400",1787,"Arabica",1787.124,7.773935546,"12"
"3401",1790,"Arabica",1790.984,6.93822875,"12"
"3402",1794,"Arabica",1794.844,5.96269913,"12"
"3403",1798,"Arabica",1798.704,5.119589912,"12"
"3404",1802,"Arabica",1802.564,4.413051461,"12"
"3405",1806,"Arabica",1806.424,3.920785728,"12"
"3406",1810,"Arabica",1810.284,3.594903898,"12"
"3407",1814,"Arabica",1814.144,3.362348919,"12"
"3408",1818,"Arabica",1818.004,3.200659999,"12"
"3409",1821,"Arabica",1821.864,3.079695353,"12"
"3410",1825,"Arabica",1825.724,2.995555015,"12"
"3411",1829,"Arabica",1829.584,2.926773529,"12"
"3412",1833,"Arabica",1833.444,2.874562199,"12"
"3413",1837,"Arabica",1837.304,2.824150613,"12"
"3414",1841,"Arabica",1841.164,2.774987891,"12"
"3415",1845,"Arabica",1845.024,2.745519054,"12"
"3416",1848,"Arabica",1848.884,2.71275121,"12"
"3417",1852,"Arabica",1852.744,2.687676876,"12"
"3418",1856,"Arabica",1856.604,2.666702826,"12"
"3419",1860,"Arabica",1860.464,2.639853789,"12"
"3420",1864,"Arabica",1864.324,2.619900116,"12"
"3421",1868,"Arabica",1868.184,2.59256906,"12"
"3422",1872,"Arabica",1872.044,2.568483803,"12"
"3423",1875,"Arabica",1875.904,2.551919906,"12"
"3424",1879,"Arabica",1879.764,2.541788135,"12"
"3425",1883,"Arabica",1883.624,2.522795368,"12"
"3426",1887,"Arabica",1887.484,2.487996161,"12"
"3427",1891,"Arabica",1891.344,2.467826519,"12"
"3428",1895,"Arabica",1895.204,2.459050032,"12"
"3429",1899,"Arabica",1899.064,2.436742608,"12"
"3430",1902,"Arabica",1902.924,2.419349265,"12"
"3431",1906,"Arabica",1906.784,2.411677664,"12"
"3432",1910,"Arabica",1910.644,2.404281502,"12"
"3433",810,"Arabica",810.548,17.21475567,"13"
"3434",814,"Arabica",814.408,17.95638247,"13"
"3435",818,"Arabica",818.268,17.81536878,"13"
"3436",822,"Arabica",822.128,17.20888985,"13"
"3437",825,"Arabica",825.988,16.32428561,"13"
"3438",829,"Arabica",829.848,15.13221678,"13"
"3439",833,"Arabica",833.708,14.64072928,"13"
"3440",837,"Arabica",837.568,14.33566597,"13"
"3441",841,"Arabica",841.428,14.07771236,"13"
"3442",845,"Arabica",845.288,13.83637942,"13"
"3443",849,"Arabica",849.148,13.73510882,"13"
"3444",853,"Arabica",853.008,13.9905645,"13"
"3445",856,"Arabica",856.867,14.19143702,"13"
"3446",860,"Arabica",860.727,14.02507261,"13"
"3447",864,"Arabica",864.587,13.55890022,"13"
"3448",868,"Arabica",868.447,13.23365503,"13"
"3449",872,"Arabica",872.307,13.38360226,"13"
"3450",876,"Arabica",876.167,13.52198575,"13"
"3451",880,"Arabica",880.027,13.28319653,"13"
"3452",883,"Arabica",883.887,13.20564358,"13"
"3453",887,"Arabica",887.747,13.12612179,"13"
"3454",891,"Arabica",891.607,13.03947249,"13"
"3455",895,"Arabica",895.467,12.86015546,"13"
"3456",899,"Arabica",899.327,12.76467437,"13"
"3457",903,"Arabica",903.187,12.87156659,"13"
"3458",907,"Arabica",907.047,13.07397043,"13"
"3459",910,"Arabica",910.907,13.27114438,"13"
"3460",914,"Arabica",914.767,13.38732627,"13"
"3461",918,"Arabica",918.627,13.43177524,"13"
"3462",922,"Arabica",922.487,13.05650524,"13"
"3463",926,"Arabica",926.347,12.73080727,"13"
"3464",930,"Arabica",930.207,12.70359964,"13"
"3465",934,"Arabica",934.067,12.76398756,"13"
"3466",937,"Arabica",937.927,12.9213065,"13"
"3467",941,"Arabica",941.787,13.24510686,"13"
"3468",945,"Arabica",945.647,13.44408685,"13"
"3469",949,"Arabica",949.507,13.46869989,"13"
"3470",953,"Arabica",953.367,13.88709612,"13"
"3471",957,"Arabica",957.227,14.55429875,"13"
"3472",961,"Arabica",961.087,15.10846861,"13"
"3473",964,"Arabica",964.947,15.75204516,"13"
"3474",968,"Arabica",968.807,16.40652918,"13"
"3475",972,"Arabica",972.667,16.9140116,"13"
"3476",976,"Arabica",976.527,17.52898146,"13"
"3477",980,"Arabica",980.387,18.13962701,"13"
"3478",984,"Arabica",984.247,18.58305345,"13"
"3479",988,"Arabica",988.107,18.72895108,"13"
"3480",991,"Arabica",991.967,18.72257143,"13"
"3481",995,"Arabica",995.827,18.9412907,"13"
"3482",999,"Arabica",999.687,19.04944461,"13"
"3483",1003,"Arabica",1003.547,19.37193749,"13"
"3484",1007,"Arabica",1007.407,19.95228732,"13"
"3485",1011,"Arabica",1011.267,20.45479931,"13"
"3486",1015,"Arabica",1015.127,20.87036692,"13"
"3487",1018,"Arabica",1018.987,21.64521471,"13"
"3488",1022,"Arabica",1022.847,22.46288349,"13"
"3489",1026,"Arabica",1026.707,23.0011551,"13"
"3490",1030,"Arabica",1030.567,24.12024967,"13"
"3491",1034,"Arabica",1034.427,25.46365461,"13"
"3492",1038,"Arabica",1038.287,25.69103269,"13"
"3493",1042,"Arabica",1042.147,26.07258568,"13"
"3494",1046,"Arabica",1046.007,26.3230811,"13"
"3495",1049,"Arabica",1049.867,26.75660739,"13"
"3496",1053,"Arabica",1053.727,27.04284208,"13"
"3497",1057,"Arabica",1057.587,26.72036446,"13"
"3498",1061,"Arabica",1061.447,27.12589964,"13"
"3499",1065,"Arabica",1065.307,27.19194989,"13"
"3500",1069,"Arabica",1069.167,27.80665012,"13"
"3501",1073,"Arabica",1073.027,28.39794813,"13"
"3502",1076,"Arabica",1076.887,29.17578733,"13"
"3503",1080,"Arabica",1080.747,29.41375747,"13"
"3504",1084,"Arabica",1084.607,28.94821592,"13"
"3505",1088,"Arabica",1088.467,29.59652379,"13"
"3506",1092,"Arabica",1092.327,30.3691738,"13"
"3507",1096,"Arabica",1096.187,30.11719794,"13"
"3508",1100,"Arabica",1100.047,29.52032918,"13"
"3509",1103,"Arabica",1103.907,28.66591891,"13"
"3510",1107,"Arabica",1107.767,28.53670299,"13"
"3511",1111,"Arabica",1111.627,28.86093069,"13"
"3512",1115,"Arabica",1115.487,28.73145532,"13"
"3513",1119,"Arabica",1119.347,29.9013836,"13"
"3514",1123,"Arabica",1123.207,29.79120998,"13"
"3515",1127,"Arabica",1127.067,29.02817523,"13"
"3516",1130,"Arabica",1130.927,29.59998325,"13"
"3517",1134,"Arabica",1134.786,28.89794183,"13"
"3518",1138,"Arabica",1138.646,27.94193535,"13"
"3519",1142,"Arabica",1142.506,28.29677927,"13"
"3520",1146,"Arabica",1146.366,28.43770648,"13"
"3521",1150,"Arabica",1150.226,29.00538349,"13"
"3522",1154,"Arabica",1154.086,28.59335165,"13"
"3523",1157,"Arabica",1157.946,28.13038434,"13"
"3524",1161,"Arabica",1161.806,28.11405874,"13"
"3525",1165,"Arabica",1165.666,28.08044093,"13"
"3526",1169,"Arabica",1169.526,28.80486709,"13"
"3527",1173,"Arabica",1173.386,28.68547503,"13"
"3528",1177,"Arabica",1177.246,28.03012614,"13"
"3529",1181,"Arabica",1181.106,28.11149976,"13"
"3530",1184,"Arabica",1184.966,29.00050973,"13"
"3531",1188,"Arabica",1188.826,28.3463106,"13"
"3532",1192,"Arabica",1192.686,27.20135657,"13"
"3533",1196,"Arabica",1196.546,27.24754036,"13"
"3534",1200,"Arabica",1200.406,26.67516763,"13"
"3535",1204,"Arabica",1204.266,25.81945497,"13"
"3536",1208,"Arabica",1208.126,25.94992239,"13"
"3537",1211,"Arabica",1211.986,26.26577617,"13"
"3538",1215,"Arabica",1215.846,26.36746902,"13"
"3539",1219,"Arabica",1219.706,26.06398282,"13"
"3540",1223,"Arabica",1223.566,25.76906895,"13"
"3541",1227,"Arabica",1227.426,25.43935699,"13"
"3542",1231,"Arabica",1231.286,25.31198273,"13"
"3543",1235,"Arabica",1235.146,25.90841905,"13"
"3544",1239,"Arabica",1239.006,27.08068247,"13"
"3545",1242,"Arabica",1242.866,28.06866859,"13"
"3546",1246,"Arabica",1246.726,27.80551562,"13"
"3547",1250,"Arabica",1250.586,27.5699264,"13"
"3548",1254,"Arabica",1254.446,28.28231059,"13"
"3549",1258,"Arabica",1258.306,28.84640096,"13"
"3550",1262,"Arabica",1262.166,28.32465336,"13"
"3551",1266,"Arabica",1266.026,28.62971668,"13"
"3552",1269,"Arabica",1269.886,30.02358902,"13"
"3553",1273,"Arabica",1273.746,30.47417859,"13"
"3554",1277,"Arabica",1277.606,30.57752995,"13"
"3555",1281,"Arabica",1281.466,31.31312304,"13"
"3556",1285,"Arabica",1285.326,31.10891825,"13"
"3557",1289,"Arabica",1289.186,30.68463076,"13"
"3558",1293,"Arabica",1293.046,30.79989691,"13"
"3559",1296,"Arabica",1296.906,30.19999604,"13"
"3560",1300,"Arabica",1300.766,29.70281061,"13"
"3561",1304,"Arabica",1304.626,29.07712659,"13"
"3562",1308,"Arabica",1308.486,28.2102012,"13"
"3563",1312,"Arabica",1312.346,27.61158746,"13"
"3564",1316,"Arabica",1316.206,27.18483764,"13"
"3565",1320,"Arabica",1320.066,26.94023857,"13"
"3566",1323,"Arabica",1323.926,26.75743155,"13"
"3567",1327,"Arabica",1327.786,26.36646171,"13"
"3568",1331,"Arabica",1331.646,26.42742452,"13"
"3569",1335,"Arabica",1335.506,26.36638031,"13"
"3570",1339,"Arabica",1339.366,25.56209659,"13"
"3571",1343,"Arabica",1343.226,25.69353063,"13"
"3572",1347,"Arabica",1347.086,26.17857234,"13"
"3573",1350,"Arabica",1350.946,26.38521402,"13"
"3574",1354,"Arabica",1354.806,26.13614817,"13"
"3575",1358,"Arabica",1358.666,26.38972149,"13"
"3576",1362,"Arabica",1362.526,28.05446446,"13"
"3577",1366,"Arabica",1366.386,29.70291235,"13"
"3578",1370,"Arabica",1370.246,29.91942876,"13"
"3579",1374,"Arabica",1374.106,29.38902742,"13"
"3580",1377,"Arabica",1377.966,30.12467648,"13"
"3581",1381,"Arabica",1381.826,30.42324821,"13"
"3582",1385,"Arabica",1385.686,30.39129908,"13"
"3583",1389,"Arabica",1389.545,31.7273374,"13"
"3584",1393,"Arabica",1393.405,31.52359048,"13"
"3585",1397,"Arabica",1397.265,31.69458446,"13"
"3586",1401,"Arabica",1401.125,32.91421704,"13"
"3587",1404,"Arabica",1404.985,32.97647205,"13"
"3588",1408,"Arabica",1408.845,33.45226989,"13"
"3589",1412,"Arabica",1412.705,33.0876479,"13"
"3590",1416,"Arabica",1416.565,32.03861248,"13"
"3591",1420,"Arabica",1420.425,32.28724081,"13"
"3592",1424,"Arabica",1424.285,32.94394804,"13"
"3593",1428,"Arabica",1428.145,32.03396256,"13"
"3594",1432,"Arabica",1432.005,30.40622055,"13"
"3595",1435,"Arabica",1435.865,29.59411234,"13"
"3596",1439,"Arabica",1439.725,29.5870408,"13"
"3597",1443,"Arabica",1443.585,29.61394827,"13"
"3598",1447,"Arabica",1447.445,29.90570793,"13"
"3599",1451,"Arabica",1451.305,29.5424392,"13"
"3600",1455,"Arabica",1455.165,28.74900699,"13"
"3601",1459,"Arabica",1459.025,28.04795254,"13"
"3602",1462,"Arabica",1462.885,27.17056737,"13"
"3603",1466,"Arabica",1466.745,25.56592234,"13"
"3604",1470,"Arabica",1470.605,24.65194831,"13"
"3605",1474,"Arabica",1474.465,23.63235899,"13"
"3606",1478,"Arabica",1478.325,22.4679048,"13"
"3607",1482,"Arabica",1482.185,21.85066084,"13"
"3608",1486,"Arabica",1486.045,20.80980094,"13"
"3609",1489,"Arabica",1489.905,20.25037067,"13"
"3610",1493,"Arabica",1493.765,20.39285463,"13"
"3611",1497,"Arabica",1497.625,20.18213791,"13"
"3612",1501,"Arabica",1501.485,20.14428226,"13"
"3613",1505,"Arabica",1505.345,20.71938185,"13"
"3614",1509,"Arabica",1509.205,22.09856676,"13"
"3615",1513,"Arabica",1513.065,22.60420752,"13"
"3616",1516,"Arabica",1516.925,22.63547493,"13"
"3617",1520,"Arabica",1520.785,22.77368035,"13"
"3618",1524,"Arabica",1524.645,23.27106928,"13"
"3619",1528,"Arabica",1528.505,23.20435258,"13"
"3620",1532,"Arabica",1532.365,22.84250834,"13"
"3621",1536,"Arabica",1536.225,22.1785515,"13"
"3622",1540,"Arabica",1540.085,21.91523064,"13"
"3623",1543,"Arabica",1543.945,23.12398119,"13"
"3624",1547,"Arabica",1547.805,23.64076853,"13"
"3625",1551,"Arabica",1551.665,23.89234249,"13"
"3626",1555,"Arabica",1555.525,24.58940839,"13"
"3627",1559,"Arabica",1559.385,25.1041862,"13"
"3628",1563,"Arabica",1563.245,26.02777041,"13"
"3629",1567,"Arabica",1567.105,27.15106721,"13"
"3630",1570,"Arabica",1570.965,28.63355769,"13"
"3631",1574,"Arabica",1574.825,28.59871381,"13"
"3632",1578,"Arabica",1578.685,28.97612053,"13"
"3633",1582,"Arabica",1582.545,30.6658581,"13"
"3634",1586,"Arabica",1586.405,31.39409475,"13"
"3635",1590,"Arabica",1590.265,31.46165597,"13"
"3636",1594,"Arabica",1594.125,32.12482934,"13"
"3637",1597,"Arabica",1597.985,32.93578779,"13"
"3638",1601,"Arabica",1601.845,33.92542734,"13"
"3639",1605,"Arabica",1605.705,35.53715408,"13"
"3640",1609,"Arabica",1609.565,36.75715805,"13"
"3641",1613,"Arabica",1613.425,36.48706072,"13"
"3642",1617,"Arabica",1617.285,37.0970805,"13"
"3643",1621,"Arabica",1621.145,37.39941186,"13"
"3644",1625,"Arabica",1625.005,36.7207981,"13"
"3645",1628,"Arabica",1628.865,36.17779009,"13"
"3646",1632,"Arabica",1632.725,34.80689263,"13"
"3647",1636,"Arabica",1636.585,35.89079737,"13"
"3648",1640,"Arabica",1640.445,37.21324204,"13"
"3649",1644,"Arabica",1644.304,37.45272824,"13"
"3650",1648,"Arabica",1648.164,39.53114121,"13"
"3651",1652,"Arabica",1652.024,39.1610604,"13"
"3652",1655,"Arabica",1655.884,38.22581578,"13"
"3653",1659,"Arabica",1659.744,37.89317853,"13"
"3654",1663,"Arabica",1663.604,35.54903834,"13"
"3655",1667,"Arabica",1667.464,34.00288871,"13"
"3656",1671,"Arabica",1671.324,32.96734518,"13"
"3657",1675,"Arabica",1675.184,32.09500168,"13"
"3658",1679,"Arabica",1679.044,31.61903596,"13"
"3659",1682,"Arabica",1682.904,31.52060415,"13"
"3660",1686,"Arabica",1686.764,33.06995887,"13"
"3661",1690,"Arabica",1690.624,33.63514813,"13"
"3662",1694,"Arabica",1694.484,34.38676157,"13"
"3663",1698,"Arabica",1698.344,36.51778886,"13"
"3664",1702,"Arabica",1702.204,38.02435311,"13"
"3665",1706,"Arabica",1706.064,38.39174266,"13"
"3666",1709,"Arabica",1709.924,38.01025581,"13"
"3667",1713,"Arabica",1713.784,36.4412941,"13"
"3668",1717,"Arabica",1717.644,33.85206644,"13"
"3669",1721,"Arabica",1721.504,29.86283098,"13"
"3670",1725,"Arabica",1725.364,26.79001661,"13"
"3671",1729,"Arabica",1729.224,24.48539058,"13"
"3672",1733,"Arabica",1733.084,22.10773432,"13"
"3673",1736,"Arabica",1736.944,19.30846658,"13"
"3674",1740,"Arabica",1740.804,17.25753087,"13"
"3675",1744,"Arabica",1744.664,15.37363621,"13"
"3676",1748,"Arabica",1748.524,14.11703319,"13"
"3677",1752,"Arabica",1752.384,12.96329315,"13"
"3678",1756,"Arabica",1756.244,12.12811849,"13"
"3679",1760,"Arabica",1760.104,11.56496929,"13"
"3680",1763,"Arabica",1763.964,11.26145765,"13"
"3681",1767,"Arabica",1767.824,11.20098324,"13"
"3682",1771,"Arabica",1771.684,11.32956831,"13"
"3683",1775,"Arabica",1775.544,11.35125607,"13"
"3684",1779,"Arabica",1779.404,10.97626588,"13"
"3685",1783,"Arabica",1783.264,10.39894308,"13"
"3686",1787,"Arabica",1787.124,9.675061272,"13"
"3687",1790,"Arabica",1790.984,8.752809967,"13"
"3688",1794,"Arabica",1794.844,7.551207277,"13"
"3689",1798,"Arabica",1798.704,6.58114929,"13"
"3690",1802,"Arabica",1802.564,5.767591162,"13"
"3691",1806,"Arabica",1806.424,5.192288072,"13"
"3692",1810,"Arabica",1810.284,4.819007263,"13"
"3693",1814,"Arabica",1814.144,4.555152223,"13"
"3694",1818,"Arabica",1818.004,4.360934075,"13"
"3695",1821,"Arabica",1821.864,4.199763945,"13"
"3696",1825,"Arabica",1825.724,4.092627525,"13"
"3697",1829,"Arabica",1829.584,4.015532444,"13"
"3698",1833,"Arabica",1833.444,3.945112085,"13"
"3699",1837,"Arabica",1837.304,3.878965177,"13"
"3700",1841,"Arabica",1841.164,3.837970578,"13"
"3701",1845,"Arabica",1845.024,3.812345138,"13"
"3702",1848,"Arabica",1848.884,3.770587422,"13"
"3703",1852,"Arabica",1852.744,3.725202361,"13"
"3704",1856,"Arabica",1856.604,3.708144171,"13"
"3705",1860,"Arabica",1860.464,3.685301561,"13"
"3706",1864,"Arabica",1864.324,3.638319043,"13"
"3707",1868,"Arabica",1868.184,3.606430963,"13"
"3708",1872,"Arabica",1872.044,3.577457987,"13"
"3709",1875,"Arabica",1875.904,3.532947965,"13"
"3710",1879,"Arabica",1879.764,3.512252255,"13"
"3711",1883,"Arabica",1883.624,3.489613143,"13"
"3712",1887,"Arabica",1887.484,3.443856698,"13"
"3713",1891,"Arabica",1891.344,3.417178158,"13"
"3714",1895,"Arabica",1895.204,3.40733396,"13"
"3715",1899,"Arabica",1899.064,3.377852239,"13"
"3716",1902,"Arabica",1902.924,3.352867816,"13"
"3717",1906,"Arabica",1906.784,3.330813759,"13"
"3718",1910,"Arabica",1910.644,3.323386096,"13"
"3719",810,"Arabica",810.548,13.43829441,"14"
"3720",814,"Arabica",814.408,13.6873543,"14"
"3721",818,"Arabica",818.268,14.09091785,"14"
"3722",822,"Arabica",822.128,13.74217971,"14"
"3723",825,"Arabica",825.988,12.87039987,"14"
"3724",829,"Arabica",829.848,12.02563507,"14"
"3725",833,"Arabica",833.708,11.45100165,"14"
"3726",837,"Arabica",837.568,11.09779157,"14"
"3727",841,"Arabica",841.428,10.68039547,"14"
"3728",845,"Arabica",845.288,10.49048531,"14"
"3729",849,"Arabica",849.148,10.44781369,"14"
"3730",853,"Arabica",853.008,10.48750877,"14"
"3731",856,"Arabica",856.867,10.59582374,"14"
"3732",860,"Arabica",860.727,10.4791578,"14"
"3733",864,"Arabica",864.587,10.20924311,"14"
"3734",868,"Arabica",868.447,10.07865414,"14"
"3735",872,"Arabica",872.307,9.895661449,"14"
"3736",876,"Arabica",876.167,9.712806874,"14"
"3737",880,"Arabica",880.027,9.766267847,"14"
"3738",883,"Arabica",883.887,9.889086876,"14"
"3739",887,"Arabica",887.747,9.936868617,"14"
"3740",891,"Arabica",891.607,9.917873553,"14"
"3741",895,"Arabica",895.467,9.662779634,"14"
"3742",899,"Arabica",899.327,9.347800187,"14"
"3743",903,"Arabica",903.187,9.090634599,"14"
"3744",907,"Arabica",907.047,9.032518324,"14"
"3745",910,"Arabica",910.907,9.23335594,"14"
"3746",914,"Arabica",914.767,9.328724161,"14"
"3747",918,"Arabica",918.627,9.173172758,"14"
"3748",922,"Arabica",922.487,8.910480337,"14"
"3749",926,"Arabica",926.347,8.840362668,"14"
"3750",930,"Arabica",930.207,8.88684664,"14"
"3751",934,"Arabica",934.067,9.017449907,"14"
"3752",937,"Arabica",937.927,9.168898452,"14"
"3753",941,"Arabica",941.787,9.178449562,"14"
"3754",945,"Arabica",945.647,9.338318133,"14"
"3755",949,"Arabica",949.507,9.615914666,"14"
"3756",953,"Arabica",953.367,9.854313789,"14"
"3757",957,"Arabica",957.227,10.09751585,"14"
"3758",961,"Arabica",961.087,10.49652887,"14"
"3759",964,"Arabica",964.947,10.98512372,"14"
"3760",968,"Arabica",968.807,11.47417815,"14"
"3761",972,"Arabica",972.667,11.98599237,"14"
"3762",976,"Arabica",976.527,12.37820222,"14"
"3763",980,"Arabica",980.387,12.70490922,"14"
"3764",984,"Arabica",984.247,12.98261053,"14"
"3765",988,"Arabica",988.107,12.9949572,"14"
"3766",991,"Arabica",991.967,13.16460786,"14"
"3767",995,"Arabica",995.827,13.5213493,"14"
"3768",999,"Arabica",999.687,13.62284204,"14"
"3769",1003,"Arabica",1003.547,14.09887115,"14"
"3770",1007,"Arabica",1007.407,14.7994192,"14"
"3771",1011,"Arabica",1011.267,15.33259066,"14"
"3772",1015,"Arabica",1015.127,16.09453393,"14"
"3773",1018,"Arabica",1018.987,16.84896919,"14"
"3774",1022,"Arabica",1022.847,17.71020257,"14"
"3775",1026,"Arabica",1026.707,18.76038409,"14"
"3776",1030,"Arabica",1030.567,19.74135043,"14"
"3777",1034,"Arabica",1034.427,20.17352682,"14"
"3778",1038,"Arabica",1038.287,20.71159885,"14"
"3779",1042,"Arabica",1042.147,21.46580551,"14"
"3780",1046,"Arabica",1046.007,21.53019394,"14"
"3781",1049,"Arabica",1049.867,21.58317867,"14"
"3782",1053,"Arabica",1053.727,22.24670575,"14"
"3783",1057,"Arabica",1057.587,22.81839835,"14"
"3784",1061,"Arabica",1061.447,22.72699726,"14"
"3785",1065,"Arabica",1065.307,23.33554414,"14"
"3786",1069,"Arabica",1069.167,24.24949793,"14"
"3787",1073,"Arabica",1073.027,25.53417812,"14"
"3788",1076,"Arabica",1076.887,26.31795012,"14"
"3789",1080,"Arabica",1080.747,25.9545079,"14"
"3790",1084,"Arabica",1084.607,26.53238456,"14"
"3791",1088,"Arabica",1088.467,26.75190529,"14"
"3792",1092,"Arabica",1092.327,26.37206117,"14"
"3793",1096,"Arabica",1096.187,26.08086544,"14"
"3794",1100,"Arabica",1100.047,25.59994052,"14"
"3795",1103,"Arabica",1103.907,24.65008018,"14"
"3796",1107,"Arabica",1107.767,23.52765217,"14"
"3797",1111,"Arabica",1111.627,23.07017046,"14"
"3798",1115,"Arabica",1115.487,23.29232722,"14"
"3799",1119,"Arabica",1119.347,23.46657841,"14"
"3800",1123,"Arabica",1123.207,24.15590373,"14"
"3801",1127,"Arabica",1127.067,24.44309899,"14"
"3802",1130,"Arabica",1130.927,23.13621622,"14"
"3803",1134,"Arabica",1134.786,22.53291519,"14"
"3804",1138,"Arabica",1138.646,22.06494654,"14"
"3805",1142,"Arabica",1142.506,22.32911294,"14"
"3806",1146,"Arabica",1146.366,22.65372922,"14"
"3807",1150,"Arabica",1150.226,22.36047611,"14"
"3808",1154,"Arabica",1154.086,22.9383861,"14"
"3809",1157,"Arabica",1157.946,23.17090121,"14"
"3810",1161,"Arabica",1161.806,22.9192053,"14"
"3811",1165,"Arabica",1165.666,22.90182471,"14"
"3812",1169,"Arabica",1169.526,22.93408798,"14"
"3813",1173,"Arabica",1173.386,22.31822358,"14"
"3814",1177,"Arabica",1177.246,22.01088788,"14"
"3815",1181,"Arabica",1181.106,22.10019349,"14"
"3816",1184,"Arabica",1184.966,21.58472647,"14"
"3817",1188,"Arabica",1188.826,21.32311275,"14"
"3818",1192,"Arabica",1192.686,20.88496899,"14"
"3819",1196,"Arabica",1196.546,20.06914327,"14"
"3820",1200,"Arabica",1200.406,19.68581064,"14"
"3821",1204,"Arabica",1204.266,19.61892192,"14"
"3822",1208,"Arabica",1208.126,19.56909946,"14"
"3823",1211,"Arabica",1211.986,19.49260725,"14"
"3824",1215,"Arabica",1215.846,19.47282161,"14"
"3825",1219,"Arabica",1219.706,19.17688724,"14"
"3826",1223,"Arabica",1223.566,19.00039292,"14"
"3827",1227,"Arabica",1227.426,19.19008401,"14"
"3828",1231,"Arabica",1231.286,19.60061979,"14"
"3829",1235,"Arabica",1235.146,20.13224822,"14"
"3830",1239,"Arabica",1239.006,20.41358566,"14"
"3831",1242,"Arabica",1242.866,20.73581833,"14"
"3832",1246,"Arabica",1246.726,21.02970485,"14"
"3833",1250,"Arabica",1250.586,21.74264243,"14"
"3834",1254,"Arabica",1254.446,22.5199994,"14"
"3835",1258,"Arabica",1258.306,22.75622446,"14"
"3836",1262,"Arabica",1262.166,23.37267226,"14"
"3837",1266,"Arabica",1266.026,23.66493241,"14"
"3838",1269,"Arabica",1269.886,23.74674191,"14"
"3839",1273,"Arabica",1273.746,23.88928228,"14"
"3840",1277,"Arabica",1277.606,24.08643851,"14"
"3841",1281,"Arabica",1281.466,24.04702203,"14"
"3842",1285,"Arabica",1285.326,24.00009753,"14"
"3843",1289,"Arabica",1289.186,24.06348108,"14"
"3844",1293,"Arabica",1293.046,23.40234238,"14"
"3845",1296,"Arabica",1296.906,22.33543749,"14"
"3846",1300,"Arabica",1300.766,21.75540582,"14"
"3847",1304,"Arabica",1304.626,21.75729652,"14"
"3848",1308,"Arabica",1308.486,21.28359625,"14"
"3849",1312,"Arabica",1312.346,20.65375166,"14"
"3850",1316,"Arabica",1316.206,20.11780368,"14"
"3851",1320,"Arabica",1320.066,19.88679113,"14"
"3852",1323,"Arabica",1323.926,19.41642935,"14"
"3853",1327,"Arabica",1327.786,18.9011814,"14"
"3854",1331,"Arabica",1331.646,19.02867478,"14"
"3855",1335,"Arabica",1335.506,18.86365323,"14"
"3856",1339,"Arabica",1339.366,18.92193857,"14"
"3857",1343,"Arabica",1343.226,19.06932236,"14"
"3858",1347,"Arabica",1347.086,18.91688798,"14"
"3859",1350,"Arabica",1350.946,19.32878821,"14"
"3860",1354,"Arabica",1354.806,19.85630188,"14"
"3861",1358,"Arabica",1358.666,20.39648844,"14"
"3862",1362,"Arabica",1362.526,21.57691604,"14"
"3863",1366,"Arabica",1366.386,22.71222173,"14"
"3864",1370,"Arabica",1370.246,23.28719567,"14"
"3865",1374,"Arabica",1374.106,23.92309573,"14"
"3866",1377,"Arabica",1377.966,24.53352855,"14"
"3867",1381,"Arabica",1381.826,24.4964028,"14"
"3868",1385,"Arabica",1385.686,24.44420626,"14"
"3869",1389,"Arabica",1389.545,25.47998611,"14"
"3870",1393,"Arabica",1393.405,26.12902817,"14"
"3871",1397,"Arabica",1397.265,25.81110553,"14"
"3872",1401,"Arabica",1401.125,26.12335371,"14"
"3873",1404,"Arabica",1404.985,26.4904273,"14"
"3874",1408,"Arabica",1408.845,26.00982623,"14"
"3875",1412,"Arabica",1412.705,25.59893088,"14"
"3876",1416,"Arabica",1416.565,25.47192803,"14"
"3877",1420,"Arabica",1420.425,25.09426749,"14"
"3878",1424,"Arabica",1424.285,24.71861671,"14"
"3879",1428,"Arabica",1428.145,24.34687353,"14"
"3880",1432,"Arabica",1432.005,23.47067651,"14"
"3881",1435,"Arabica",1435.865,22.51249377,"14"
"3882",1439,"Arabica",1439.725,22.47622051,"14"
"3883",1443,"Arabica",1443.585,22.40892698,"14"
"3884",1447,"Arabica",1447.445,21.99187139,"14"
"3885",1451,"Arabica",1451.305,21.82905247,"14"
"3886",1455,"Arabica",1455.165,20.95076235,"14"
"3887",1459,"Arabica",1459.025,19.75222074,"14"
"3888",1462,"Arabica",1462.885,19.09186545,"14"
"3889",1466,"Arabica",1466.745,18.11134679,"14"
"3890",1470,"Arabica",1470.605,17.29519722,"14"
"3891",1474,"Arabica",1474.465,16.28688961,"14"
"3892",1478,"Arabica",1478.325,15.346197,"14"
"3893",1482,"Arabica",1482.185,14.52902112,"14"
"3894",1486,"Arabica",1486.045,13.80856124,"14"
"3895",1489,"Arabica",1489.905,13.55714393,"14"
"3896",1493,"Arabica",1493.765,13.70989739,"14"
